,Unnamed: 0,Date,hour,weekofday,day,month,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
1239,691432,10/31/2016 08:44:00 PM,20,0,31,10,099XX S PROSPECT AVE,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),False,False,2213,22.0,19.0,72.0,1167248.0,1838782.0,2016,02/10/2018 03:50:01 PM,41.713167576,-87.66308639799999
1240,691539,11/01/2016 01:33:00 AM,1,1,1,11,032XX S WOOD ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,912,9.0,11.0,59.0,1164885.0,1882985.0,2016,02/10/2018 03:50:01 PM,41.834516641,-87.670492819
1241,692370,11/01/2016 10:44:00 PM,22,1,1,11,011XX W TAYLOR ST,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,STREET,True,False,1232,12.0,25.0,28.0,1168763.0,1895738.0,2016,02/10/2018 03:50:01 PM,41.869428989,-87.655894275
1242,692425,11/02/2016 12:52:00 AM,0,2,2,11,026XX S KEDZIE AVE,1020,ARSON,BY FIRE,PARKING LOT/GARAGE(NON.RESID.),False,False,1033,10.0,12.0,30.0,1155450.0,1886325.0,2016,02/10/2018 03:50:01 PM,41.84387657,-87.70502285799999
1243,692460,11/02/2016 05:44:00 AM,5,2,2,11,063XX S SPAULDING AVE,1020,ARSON,BY FIRE,STREET,False,False,823,8.0,15.0,66.0,1155489.0,1862178.0,2016,02/10/2018 03:50:01 PM,41.777613188000004,-87.705527089
1244,692479,11/02/2016 05:52:00 AM,5,2,2,11,022XX S TRUMBULL AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1024,10.0,22.0,30.0,1153713.0,1889007.0,2016,02/10/2018 03:50:01 PM,41.851270993,-87.71132606100002
1245,693196,11/03/2016 01:21:00 AM,1,3,3,11,073XX S MAPLEWOOD AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,835,8.0,18.0,66.0,1160647.0,1855864.0,2016,02/10/2018 03:50:01 PM,41.760181773,-87.686791677
1246,693503,11/03/2016 07:20:00 AM,7,3,3,11,034XX W 12TH PL,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1021,10.0,24.0,29.0,1153604.0,1894076.0,2016,02/10/2018 03:50:01 PM,41.865183075,-87.711591397
1247,693899,10/29/2016 01:12:00 AM,1,5,29,10,093XX S HARPER AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,413,4.0,8.0,48.0,1188079.0,1843345.0,2016,02/10/2018 03:50:01 PM,41.725218651999995,-87.58665193700001
1248,694179,11/04/2016 11:26:00 AM,11,4,4,11,054XX W WALTON ST,1025,ARSON,AGGRAVATED,APARTMENT,True,False,1524,15.0,37.0,25.0,1139753.0,1905799.0,2016,02/10/2018 03:50:01 PM,41.89761651,-87.762152999
1249,696937,11/07/2016 03:30:00 PM,15,0,7,11,030XX W 54TH ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,923,9.0,14.0,63.0,1157068.0,1868676.0,2016,02/10/2018 03:50:01 PM,41.795412847,-87.69956281299999
1250,697774,11/09/2016 11:10:00 AM,11,2,9,11,036XX W 86TH ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE-GARAGE,False,False,834,8.0,18.0,70.0,1153557.0,1847302.0,2016,02/10/2018 03:50:01 PM,41.736829499,-87.71300313799999
1251,698256,11/10/2016 01:31:00 AM,1,3,10,11,012XX W 71ST PL,1090,ARSON,ATTEMPT ARSON,STREET,False,False,734,7.0,17.0,67.0,1169247.0,1857369.0,2016,02/10/2018 03:50:01 PM,41.764129994,-87.655228999
1252,698484,11/10/2016 09:05:00 AM,9,3,10,11,118XX S LA SALLE ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,522,5.0,34.0,53.0,1177387.0,1826458.0,2016,02/10/2018 03:50:01 PM,41.679126158,-87.62632452
1253,698541,11/10/2016 10:50:00 AM,10,3,10,11,016XX N MC VICKER AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,2513,25.0,29.0,25.0,1135828.0,1910278.0,2016,02/10/2018 03:50:01 PM,41.909978245,-87.776462515
1254,699801,11/12/2016 03:40:00 AM,3,5,12,11,037XX W MARQUETTE RD,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,833,8.0,13.0,65.0,1152516.0,1859917.0,2016,02/10/2018 03:50:01 PM,41.771467691999995,-87.716485711
1255,699804,11/12/2016 01:55:00 AM,1,5,12,11,021XX W OHIO ST,1025,ARSON,AGGRAVATED,APARTMENT,False,False,1221,12.0,26.0,24.0,1161955.0,1903987.0,2016,02/10/2018 03:50:01 PM,41.892209676,-87.680657925
1256,701098,11/14/2016 04:05:00 AM,4,0,14,11,064XX S PAULINA ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,725,7.0,15.0,67.0,1166101.0,1862075.0,2016,02/10/2018 03:50:01 PM,41.777111359,-87.66662615799999
1257,701120,11/14/2016 02:05:00 AM,2,0,14,11,006XX E 133RD ST,1025,ARSON,AGGRAVATED,CHA APARTMENT,True,True,533,5.0,9.0,54.0,1183043.0,1817529.0,2016,02/10/2018 03:50:01 PM,41.65449445,-87.605897289
1258,701850,11/15/2016 01:21:00 AM,1,1,15,11,034XX W BERTEAU AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1723,17.0,33.0,16.0,1152836.0,1927708.0,2016,02/10/2018 03:50:01 PM,41.957487544,-87.713518562
1259,704755,11/18/2016 07:38:00 PM,19,4,18,11,058XX W DIVISION ST,1020,ARSON,BY FIRE,OTHER,False,False,2531,25.0,29.0,25.0,1136983.0,1907394.0,2016,02/10/2018 03:50:01 PM,41.902043543000005,-87.77228873899998
1260,704824,11/18/2016 07:10:00 PM,19,4,18,11,008XX W 53RD PL,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),False,False,934,9.0,20.0,61.0,1171576.0,1869334.0,2016,02/10/2018 03:50:01 PM,41.796912641999995,-87.646342301
1261,704894,11/19/2016 01:15:00 AM,1,5,19,11,053XX S MARSHFIELD AVE,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,932,9.0,16.0,61.0,1166249.0,1869304.0,2016,02/10/2018 03:50:01 PM,41.796945481,-87.665877861
1262,705645,11/19/2016 01:00:00 PM,13,5,19,11,037XX W 69TH PL,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,833,8.0,13.0,65.0,1152653.0,1858260.0,2016,02/10/2018 03:50:01 PM,41.766917922,-87.71602710399998
1263,706148,11/21/2016 04:00:00 AM,4,0,21,11,018XX S LAWNDALE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1014,10.0,24.0,29.0,1151993.0,1890730.0,2016,02/10/2018 03:50:01 PM,41.856033126,-87.71759355299999
1264,707186,11/22/2016 02:09:00 PM,14,1,22,11,033XX W NORTH AVE,1090,ARSON,ATTEMPT ARSON,ALLEY,False,False,1422,14.0,26.0,23.0,1153758.0,1910434.0,2016,02/10/2018 03:50:01 PM,41.910067999,-87.710590257
1265,707617,11/23/2016 02:40:00 AM,2,2,23,11,007XX S MICHIGAN AVE,1090,ARSON,ATTEMPT ARSON,HOTEL/MOTEL,False,False,123,1.0,2.0,32.0,1177389.0,1897003.0,2016,02/10/2018 03:50:01 PM,41.872709056,-87.62418785700001
1266,707719,11/23/2016 07:02:00 AM,7,2,23,11,081XX S STONY ISLAND AVE,1090,ARSON,ATTEMPT ARSON,SIDEWALK,True,False,411,4.0,8.0,45.0,1188344.0,1851286.0,2016,02/10/2018 03:50:01 PM,41.747003244,-87.585428473
1267,707785,11/23/2016 04:00:00 AM,4,2,23,11,108XX S HOXIE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,434,4.0,10.0,51.0,1195237.0,1833676.0,2016,02/10/2018 03:50:01 PM,41.698512614,-87.560750269
1268,708189,11/23/2016 09:15:00 PM,21,2,23,11,044XX N MC VICKER AVE,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,1622,16.0,38.0,15.0,1135217.0,1928928.0,2016,02/10/2018 03:50:01 PM,41.961166766,-87.77826352700001
1269,708884,11/25/2016 05:04:00 AM,5,4,25,11,036XX W 62ND ST,1020,ARSON,BY FIRE,ALLEY,False,False,823,8.0,13.0,65.0,1153150.0,1863256.0,2016,02/10/2018 03:50:01 PM,41.780617924,-87.714073519
1270,709265,11/25/2016 07:58:00 PM,19,4,25,11,055XX S SHIELDS AVE,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),False,False,711,7.0,3.0,68.0,1174916.0,1868053.0,2016,02/10/2018 03:50:01 PM,41.793323548000004,-87.63413241299999
1271,709311,11/25/2016 04:55:00 PM,16,4,25,11,115XX S LAFAYETTE AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,522,5.0,34.0,53.0,1177985.0,1828211.0,2016,02/10/2018 03:50:01 PM,41.683923166999996,-87.624082784
1272,710013,11/26/2016 09:50:00 PM,21,5,26,11,046XX W SUPERIOR ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,1111,11.0,28.0,25.0,1145222.0,1904561.0,2016,02/10/2018 03:50:01 PM,41.894117629,-87.742097084
1273,711532,11/29/2016 06:25:00 AM,6,1,29,11,080XX S ESCANABA AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,422,4.0,7.0,46.0,1196894.0,1852256.0,2016,02/10/2018 03:50:01 PM,41.749456794000004,-87.554067444
1274,712957,12/01/2016 03:10:00 AM,3,3,1,12,049XX W WELLINGTON AVE,1020,ARSON,BY FIRE,OTHER,False,False,2521,25.0,31.0,19.0,1142905.0,1919493.0,2016,02/10/2018 03:50:01 PM,41.935136132,-87.75023394700001
1275,712972,12/01/2016 03:20:00 AM,3,3,1,12,031XX N LAMON AVE,1025,ARSON,AGGRAVATED,OTHER,False,False,2521,25.0,31.0,19.0,1143147.0,1920613.0,2016,02/10/2018 03:50:01 PM,41.938204999,-87.74931653700001
1276,712975,12/01/2016 05:11:00 AM,5,3,1,12,049XX W MELROSE ST,1020,ARSON,BY FIRE,OTHER,False,False,1634,16.0,30.0,15.0,1142963.0,1921156.0,2016,02/10/2018 03:50:01 PM,41.939698481,-87.749979205
1277,713193,12/01/2016 03:00:00 AM,3,3,1,12,052XX S ABERDEEN ST,1020,ARSON,BY FIRE,STREET,False,False,934,9.0,16.0,61.0,1169870.0,1870139.0,2016,02/10/2018 03:50:01 PM,41.799158894,-87.652575003
1278,713517,12/01/2016 07:30:00 PM,19,3,1,12,101XX S LAFAYETTE AVE,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,511,5.0,9.0,49.0,1177714.0,1837671.0,2016,02/10/2018 03:50:01 PM,41.709888882,-87.624789943
1279,713680,11/28/2016 08:11:00 PM,20,0,28,11,052XX S ABERDEEN ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,934,9.0,16.0,61.0,1169870.0,1870139.0,2016,02/10/2018 03:50:01 PM,41.799158894,-87.652575003
1280,714115,12/02/2016 03:30:00 PM,15,4,2,12,014XX W 72ND PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,734,7.0,17.0,67.0,1168060.0,1856672.0,2016,02/10/2018 03:50:01 PM,41.76224293,-87.65959965200001
1281,714308,12/02/2016 11:45:00 PM,23,4,2,12,034XX W 63RD ST,1020,ARSON,BY FIRE,POLICE FACILITY/VEH PARKING LOT,True,False,823,8.0,15.0,66.0,1154582.0,1862632.0,2016,02/10/2018 03:50:01 PM,41.778877155,-87.70884010600003
1282,714952,12/03/2016 01:10:00 AM,1,5,3,12,014XX W 72ND PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,734,7.0,17.0,67.0,1168060.0,1856672.0,2016,02/10/2018 03:50:01 PM,41.76224293,-87.65959965200001
1283,714969,12/03/2016 06:10:00 PM,18,5,3,12,034XX N OCTAVIA AVE,1090,ARSON,ATTEMPT ARSON,ALLEY,False,False,1631,16.0,36.0,17.0,1126817.0,1921881.0,2016,02/10/2018 03:50:01 PM,41.941974138,-87.80930546299999
1284,714984,12/03/2016 05:59:00 PM,17,5,3,12,0000X W 112TH ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,522,5.0,34.0,49.0,1177952.0,1830702.0,2016,02/10/2018 03:50:01 PM,41.690759584,-87.624128515
1285,715116,12/04/2016 05:45:00 AM,5,6,4,12,010XX N MONTICELLO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1112,11.0,27.0,23.0,1151853.0,1906765.0,2016,02/10/2018 03:50:01 PM,41.900037654,-87.71768523899998
1286,716395,12/06/2016 02:19:00 AM,2,1,6,12,107XX S AVENUE F,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,432,4.0,10.0,52.0,1203506.0,1834285.0,2016,02/10/2018 03:50:01 PM,41.699976227,-87.530453225
1287,716461,12/04/2016 01:20:00 PM,13,6,4,12,024XX E 74TH ST,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,334,3.0,7.0,43.0,1194097.0,1856376.0,2016,02/10/2018 03:50:01 PM,41.760831452,-87.564181601
1288,717223,12/07/2016 02:23:00 AM,2,2,7,12,048XX W NELSON ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2521,25.0,31.0,19.0,1143628.0,1919843.0,2016,02/10/2018 03:50:01 PM,41.936083040999996,-87.747568075
1289,717375,12/07/2016 11:50:00 AM,11,2,7,12,116XX S YALE AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,522,5.0,34.0,53.0,1176694.0,1827826.0,2016,02/10/2018 03:50:01 PM,41.682895736999996,-87.628820226
1290,717574,12/07/2016 05:06:00 PM,17,2,7,12,080XX S ABERDEEN ST,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,612,6.0,21.0,71.0,1170382.0,1851458.0,2016,02/10/2018 03:50:01 PM,41.747884811,-87.651240726
1291,718629,12/09/2016 07:30:00 AM,7,4,9,12,079XX S ASHLAND AVE,1025,ARSON,AGGRAVATED,CURRENCY EXCHANGE,False,False,612,6.0,21.0,71.0,1167051.0,1852166.0,2016,02/10/2018 03:50:01 PM,41.749899475,-87.663426378
1292,718975,12/09/2016 07:30:00 PM,19,4,9,12,024XX S SAWYER AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,1024,10.0,22.0,30.0,1155080.0,1887658.0,2016,02/10/2018 03:50:01 PM,41.847541899,-87.70634498
1293,719089,12/10/2016 12:19:00 AM,0,5,10,12,046XX N SHERIDAN RD,1025,ARSON,AGGRAVATED,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,1914,19.0,46.0,3.0,1168782.0,1931169.0,2016,02/10/2018 03:50:01 PM,41.966653193,-87.654795347
1294,720239,12/12/2016 06:38:00 AM,6,0,12,12,049XX W CORTEZ ST,1010,ARSON,BY EXPLOSIVE,RESIDENCE,False,False,1531,15.0,37.0,25.0,1143248.0,1906532.0,2016,12/19/2016 03:54:45 PM,41.899563378,-87.749297772
1295,720433,12/09/2016 02:45:00 PM,14,4,9,12,056XX S KIMBARK AVE,1025,ARSON,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",True,False,235,2.0,5.0,41.0,1185626.0,1867862.0,2016,02/10/2018 03:50:01 PM,41.792553685,-87.594866308
1296,720625,12/12/2016 05:00:00 AM,5,0,12,12,122XX S CARONDOLET AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,433,4.0,10.0,51.0,1198377.0,1823941.0,2016,02/10/2018 03:50:01 PM,41.671720914,-87.549577659
1297,721666,12/06/2016 09:25:00 PM,21,1,6,12,008XX E 80TH ST,1020,ARSON,BY FIRE,ALLEY,False,False,624,6.0,8.0,44.0,1183422.0,1852145.0,2016,02/10/2018 03:50:01 PM,41.749476414,-87.603437072
1298,722585,12/15/2016 09:05:00 PM,21,3,15,12,030XX W CULLERTON ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,1022,10.0,24.0,30.0,1156457.0,1890231.0,2016,02/10/2018 03:50:01 PM,41.854574801999995,-87.701221834
1299,723138,12/17/2016 12:45:00 AM,0,5,17,12,033XX W 63RD ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,823,8.0,15.0,66.0,1155291.0,1862654.0,2016,02/10/2018 03:50:01 PM,41.778923367,-87.70624024
1300,723896,12/15/2016 08:20:00 PM,20,3,15,12,009XX N ST LOUIS AVE,1020,ARSON,BY FIRE,VACANT LOT/LAND,False,False,1121,11.0,27.0,23.0,1152871.0,1906092.0,2016,02/10/2018 03:50:01 PM,41.89817077,-87.713963925
1301,724323,12/18/2016 06:22:00 AM,6,6,18,12,052XX W CHICAGO AVE,1020,ARSON,BY FIRE,TAVERN/LIQUOR STORE,True,False,1524,15.0,28.0,25.0,1141371.0,1904829.0,2016,02/10/2018 03:50:01 PM,41.894925002,-87.756234153
1302,724667,12/18/2016 05:00:00 PM,17,6,18,12,041XX W 15TH ST,1090,ARSON,ATTEMPT ARSON,VEHICLE NON-COMMERCIAL,False,False,1012,10.0,24.0,29.0,1148836.0,1892386.0,2016,02/10/2018 03:50:01 PM,41.860638934,-87.729138656
1303,724917,12/20/2016 05:04:00 AM,5,1,20,12,062XX S HERMITAGE AVE,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,714,7.0,15.0,67.0,1165749.0,1863321.0,2016,02/10/2018 03:50:01 PM,41.780538025,-87.66788123799999
1304,725571,12/20/2016 11:14:00 PM,23,1,20,12,037XX W 79TH PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,834,8.0,18.0,70.0,1152866.0,1851618.0,2016,02/10/2018 03:50:01 PM,41.748686984,-87.71542123299999
1305,726117,12/21/2016 05:45:00 PM,17,2,21,12,018XX S HARDING AVE,1020,ARSON,BY FIRE,VACANT LOT/LAND,False,False,1014,10.0,24.0,29.0,1150350.0,1890669.0,2016,02/10/2018 03:50:01 PM,41.855897908,-87.723625826
1306,728229,12/25/2016 02:30:00 AM,2,6,25,12,068XX S KEDVALE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,833,8.0,13.0,65.0,1149883.0,1858883.0,2016,02/10/2018 03:50:01 PM,41.768681642,-87.72616427700001
1307,728262,12/25/2016 04:00:00 AM,4,6,25,12,030XX W FLOURNOY ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,1134,11.0,28.0,27.0,1156258.0,1896878.0,2016,02/10/2018 03:50:01 PM,41.872818896,-87.70177277100002
1308,730035,12/28/2016 04:02:00 AM,4,2,28,12,077XX S HONORE ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,True,False,611,6.0,18.0,71.0,1165365.0,1853283.0,2016,02/10/2018 03:50:01 PM,41.753000538,-87.66957304700001
1309,731206,12/28/2016 11:00:00 PM,23,2,28,12,058XX S KEELER AVE,1090,ARSON,ATTEMPT ARSON,RESIDENTIAL YARD (FRONT/BACK),False,False,813,8.0,13.0,62.0,1149362.0,1865729.0,2016,02/10/2018 03:50:01 PM,41.787478246999996,-87.727897355
1310,731418,12/30/2016 12:40:00 AM,0,4,30,12,014XX N MASSASOIT AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE-GARAGE,False,False,2531,25.0,29.0,25.0,1137748.0,1908947.0,2016,02/10/2018 03:50:01 PM,41.9062914,-87.769441245
1311,733434,01/02/2017 01:00:00 AM,1,0,2,1,055XX N PARKSIDE AVE,1020,ARSON,BY FIRE,STREET,True,False,1622,16.0,45.0,11.0,1137530.0,1936431.0,2017,02/14/2017 03:49:42 PM,41.981714236,-87.769578046
1312,733973,01/02/2017 08:43:00 PM,20,0,2,1,016XX W 49TH ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,931,9.0,20.0,61.0,1166070.0,1872220.0,2017,02/14/2017 03:49:42 PM,41.80495114,-87.666451311
1313,734085,01/02/2017 08:35:00 PM,20,0,2,1,044XX W ROOSEVELT RD,1090,ARSON,ATTEMPT ARSON,PARKING LOT/GARAGE(NON.RESID.),False,False,1131,11.0,24.0,29.0,1147001.0,1894334.0,2017,02/14/2017 03:49:42 PM,41.866019727,-87.735824813
1314,734219,01/03/2017 08:24:00 AM,8,1,3,1,063XX S CAMPBELL AVE,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,825,8.0,15.0,66.0,1160794.0,1862557.0,2017,02/14/2017 03:49:42 PM,41.778545292,-87.686068314
1315,734917,01/04/2017 05:40:00 AM,5,2,4,1,048XX S WOLCOTT AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,931,9.0,20.0,61.0,1164504.0,1872508.0,2017,02/14/2017 03:49:42 PM,41.805774645,-87.672186613
1316,735585,01/05/2017 04:41:00 AM,4,3,5,1,048XX S MORGAN ST,1020,ARSON,BY FIRE,OTHER,False,False,933,9.0,20.0,61.0,1170464.0,1872711.0,2017,06/25/2018 03:52:40 PM,41.80620381,-87.650321715
1317,736786,01/06/2017 09:52:00 PM,21,4,6,1,035XX N MILWAUKEE AVE,1020,ARSON,BY FIRE,PARKING LOT/GARAGE(NON.RESID.),False,False,1731,17.0,30.0,16.0,1147734.0,1922868.0,2017,02/14/2017 03:49:42 PM,41.944305924,-87.732400066
1318,737869,01/08/2017 09:58:00 PM,21,6,8,1,049XX S MARSHFIELD AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,931,9.0,16.0,61.0,1166175.0,1871960.0,2017,02/14/2017 03:49:42 PM,41.804235433,-87.666073619
1319,740683,01/12/2017 08:30:00 PM,20,3,12,1,033XX W 84TH PL,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,834,8.0,18.0,70.0,1155587.0,1848363.0,2017,02/10/2018 03:50:01 PM,41.739700669,-87.705537417
1320,740752,01/13/2017 12:26:00 AM,0,4,13,1,079XX S KIMBARK AVE,1020,ARSON,BY FIRE,GROCERY FOOD STORE,False,False,411,4.0,8.0,45.0,1186254.0,1852709.0,2017,02/10/2018 03:50:01 PM,41.750957692,-87.593041821
1321,740994,01/13/2017 09:30:00 AM,9,4,13,1,050XX W WASHINGTON BLVD,1020,ARSON,BY FIRE,ALLEY,False,False,1533,15.0,28.0,25.0,1142690.0,1900032.0,2017,02/10/2018 03:50:01 PM,41.881737011,-87.751509217
1322,741766,01/14/2017 12:05:00 PM,12,5,14,1,032XX W LEXINGTON ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1134,11.0,24.0,27.0,1154936.0,1896522.0,2017,02/10/2018 03:50:01 PM,41.871868584,-87.706636011
1323,742086,01/14/2017 08:51:00 PM,20,5,14,1,038XX S LAKE PARK AVE,1020,ARSON,BY FIRE,STREET,False,False,212,2.0,4.0,36.0,1182791.0,1880236.0,2017,02/10/2018 03:50:01 PM,41.826575255,-87.604877139
1324,742100,01/14/2017 10:17:00 PM,22,5,14,1,093XX S WABASH AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,634,6.0,6.0,49.0,1178355.0,1843023.0,2017,02/10/2018 03:50:01 PM,41.72456098,-87.622280644
1325,744936,01/19/2017 01:09:00 AM,1,3,19,1,032XX W EVERGREEN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1422,14.0,26.0,23.0,1154587.0,1908798.0,2017,02/14/2017 03:49:42 PM,41.905562114,-87.70758867200001
1326,744937,01/19/2017 02:55:00 AM,2,3,19,1,004XX W 71ST ST,1020,ARSON,BY FIRE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,732,7.0,6.0,68.0,1174756.0,1857858.0,2017,02/25/2017 03:56:47 PM,41.765350917,-87.63502269899998
1327,745510,01/19/2017 07:25:00 PM,19,3,19,1,002XX S CALIFORNIA AVE,1020,ARSON,BY FIRE,APARTMENT,False,False,1124,11.0,2.0,27.0,1157759.0,1898793.0,2017,02/14/2017 03:49:42 PM,41.878043405999996,-87.69620969700001
1328,745637,01/20/2017 04:25:00 AM,4,4,20,1,040XX S TALMAN AVE,1020,ARSON,BY FIRE,STREET,False,False,921,9.0,12.0,58.0,1159390.0,1877859.0,2017,02/14/2017 03:49:42 PM,41.820564879,-87.69079616299999
1329,746073,01/20/2017 05:01:00 PM,17,4,20,1,045XX S HERMITAGE AVE,1020,ARSON,BY FIRE,ALLEY,False,False,924,9.0,20.0,61.0,1165439.0,1874613.0,2017,02/14/2017 03:49:42 PM,41.811531219,-87.66869767899998
1330,746177,01/20/2017 06:23:00 PM,18,4,20,1,056XX S UNION AVE,1020,ARSON,BY FIRE,ALLEY,False,False,711,7.0,20.0,68.0,1172594.0,1867502.0,2017,02/14/2017 03:49:42 PM,41.791863052,-87.642663168
1331,747127,01/22/2017 01:37:00 AM,1,6,22,1,063XX W FULLERTON AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,2512,25.0,29.0,19.0,1133586.0,1915261.0,2017,02/14/2017 03:49:42 PM,41.923691853,-87.78458173
1332,747180,01/22/2017 03:50:00 AM,3,6,22,1,032XX W MONTROSE AVE,1020,ARSON,BY FIRE,ALLEY,False,False,1724,17.0,33.0,16.0,1154176.0,1929065.0,2017,02/14/2017 03:49:42 PM,41.961184538000005,-87.708555894
1333,747182,01/22/2017 03:50:00 AM,3,6,22,1,042XX N KEDZIE AVE,1020,ARSON,BY FIRE,ALLEY,False,False,1724,17.0,33.0,16.0,1154292.0,1928062.0,2017,02/14/2017 03:49:42 PM,41.958429921,-87.708156318
1334,747514,01/22/2017 11:59:00 AM,11,6,22,1,012XX E 83RD ST,1020,ARSON,BY FIRE,APARTMENT,False,False,411,4.0,8.0,45.0,1186095.0,1850211.0,2017,02/14/2017 03:49:42 PM,41.744106681999995,-87.59370315299999
1335,747604,01/21/2017 08:46:00 PM,20,5,21,1,057XX S CALUMET AVE,1020,ARSON,BY FIRE,OTHER,False,False,232,2.0,20.0,40.0,1179462.0,1867077.0,2017,02/14/2017 03:49:42 PM,41.790542643,-87.617492586
1336,747831,01/23/2017 04:58:00 AM,4,0,23,1,040XX W OAKDALE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2523,25.0,31.0,21.0,1148862.0,1919307.0,2017,03/06/2017 03:51:31 PM,41.934512465,-87.72834636700001
1337,750252,01/26/2017 04:10:00 AM,4,3,26,1,074XX S RHODES AVE,1020,ARSON,BY FIRE,APARTMENT,False,False,323,3.0,6.0,69.0,1181191.0,1855904.0,2017,02/14/2017 03:49:42 PM,41.759843158,-87.611496713
1338,751467,01/27/2017 03:26:00 PM,15,4,27,1,059XX S CARPENTER ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,712,7.0,16.0,68.0,1170329.0,1865422.0,2017,02/14/2017 03:49:42 PM,41.786204927,-87.65102903299999
1339,751748,01/28/2017 01:40:00 AM,1,5,28,1,029XX W BELMONT AVE,1020,ARSON,BY FIRE,STREET,False,False,1411,14.0,33.0,21.0,1156060.0,1921128.0,2017,02/14/2017 03:49:42 PM,41.93936699,-87.70184428399998
1340,751797,01/28/2017 02:35:00 AM,2,5,28,1,077XX S EAST END AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,414,4.0,8.0,43.0,1188878.0,1854041.0,2017,02/14/2017 03:49:42 PM,41.754550465,-87.583383794
